AÑO,ENTIDAD,CODIGO,NOMBRE,PRESUPUESTO INICIAL,PRESUPUESTO DEFINITIVO,RECAUDO EFECTIVO,RECAUDO SIN SITUACIÓN DE FONDOS,TOTAL INGRESOS,OTRAS DEST - TIENE DOC SOPORTE,OTRAS DEST - NRO DOCUMENTO,OTRAS DEST - % DESTINACIÓN,OTRAS DEST - VALOR DESTINACIÓN
2016,Pueblo Rico - Risaralda,TI.A.2.1.3,TASAS POR EL DERECHO DE PARQUEO SOBRE LAS VÍAS PÚBLICAS,200,200,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.1.90,OTRAS TASAS (DESAGREGAR O ESPECIFICAR),3000,3000,1115,0,1115,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2,MULTAS Y SANCIONES,800,8931,8423,0,8423,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.1,TRÁNSITO Y TRANSPORTE,100,100,0,0,0,Si,ACUERDO 19 DE NOVIEMBRE DE 2015,100,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.2,MULTAS DE CONTROL FISCAL,100,5725,5725,0,5725,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.3,MULTAS DE CONTROL DISCIPLINARIO,100,2606,2606,0,2606,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4,MULTAS DE GOBIERNO ,500,500,92,0,92,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4.1,REGISTRO DE MARCAS Y HERRETES,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4.2,MULTAS ESTABLECIDAS EN EL CÓDIGO NACIONAL DE POLICÍA,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4.3,MULTAS ESTABLECIMIENTOS DE COMERCIO ,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4.4,SANCIONES URBANÍSTICAS ,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.2.4.5,OTRAS MULTAS DE GOBIERNO,100,100,92,0,92,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.4,VENTA DE BIENES Y SERVICIOS,55900,87317,86174,0,86174,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.4.10,OTROS INGRESOS DE VENTA DE BIENES Y SERVICIOS DIFERENTE A LA VENTA DE ACTIVOS,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.4.4,PLAZA DE MERCADO,2000,2999,2999,0,2999,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.4.5,PLAZA DE FERIAS,2900,2900,1857,0,1857,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.4.6,MATADERO PÚBLICO,50900,81318,81318,0,81318,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.5,RENTAS CONTRACTUALES,10000,15303,15203,0,15203,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.5.1,ARRENDAMIENTOS,8000,10203,10203,0,10203,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.5.2,ALQUILER DE MAQUINARIA Y EQUIPOS,1900,5000,5000,0,5000,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.5.3,OTRAS RENTAS CONTRACTUALES,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6,TRASFERENCIAS,13795000,14828746,5911781,8903541,14815322,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1,TRANSFERENCIAS DE LIBRE DESTINACIÓN,1416920,1580721,1570721,0,1570721,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.1,DEL NIVEL NACIONAL,1400920,1562389,1562389,0,1562389,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.1.1,"SGP: LIBRE DESTINACIÓN DE PARTICIPACIÓN DE PROPÓSITO GENERAL MUNICIPIOS CATEGORÍAS 4, 5 Y 6",1390920,1538301,1538301,0,1538301,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.1.2,COLJUEGOS (MÁXIMO EL 25 % EN LOS TÉRMINOS DEL ART. 60 DE LA LEY 715),10000,24088,24088,0,24088,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.2,DEL NIVEL DEPARTAMENTAL,16000,18332,8332,0,8332,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.2.1,DE VEHÍCULOS AUTOMOTORES,6000,8332,8332,0,8332,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.1.2.2,DEGÜELLO GANADO MAYOR (EN LOS TÉRMINOS QUE LO DEFINA LA ORDENANZA),10000,10000,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2,TRASFERENCIAS PARA INVERSIÓN,12378080,13248025,4341060,8903541,13244601,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1,DEL NIVEL NACIONAL,11517080,12449106,3545565,8903541,12449106,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1,SISTEMA GENERAL DE PARTICIPACIONES,7237373,8153529,3545565,4607964,8153529,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.1,SISTEMA GENERAL DE PARTICIPACIONES -EDUCACIÓN,966327,985995,567845,418150,985995,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.1.4,S. G. P. EDUCACIÓN -RECURSOS DE CALIDAD,966327,985995,567845,418150,985995,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.1.4.1,CALIDAD POR MATRÍCULA OFICIAL,611752,567845,567845,0,567845,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.1.4.2,CALIDAD POR GRATUIDAD (SIN SITUACIÓN DE FONDOS),354575,418150,0,418150,418150,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.2,SISTEMA GENERAL DE PARTICIPACIONES -SALUD-,3506409,4029315,220329,3808986,4029315,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.2.1,S. G. P. SALUD - RÉGIMEN SUBSIDIADO,3340309,3808986,0,3808986,3808986,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.2.1.1,S. G. P. SALUD - RÉGIMEN SUBSIDIADO CONTINUIDAD,3340309,3808986,0,3808986,3808986,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.2.2,S. G. P. SALUD - SALUD PUBLICA,166100,220329,220329,0,220329,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.4,SISTEMA GENERAL DE PARTICIPACIONES ALIMENTACIÓN ESCOLAR,117457,130749,130749,0,130749,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.5,S.G.P  AGUA POTABLE Y SANEAMIENTO BÁSICO,726386,772561,391733,380828,772561,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.5.1,S.G.P  AGUA POTABLE Y SANEAMIENTO BÁSICO,726386,772561,391733,380828,772561,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.6,S.G.P. POR CRECIMIENTO DE LA ECONOMÍA,0,110589,110589,0,110589,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.6.1,PRIMERA INFANCIA,0,110589,110589,0,110589,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.7,SISTEMA GENERAL FORZOSA INVERSIÓN DE PARTICIPACIÓN PROPÓSITO GENERAL,1920794,2124320,2124320,0,2124320,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.7.1,DEPORTE Y RECREACIÓN,86498,96155,96155,0,96155,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.7.2,CULTURA,64873,72116,72116,0,72116,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.1.7.4,RESTO LIBRE INVERSIÓN(INCLUYE RECURSOS DE LIBRE INVERSIÓN MUNICIPIOS MENORES DE 25000 HABITANTES),1769423,1956049,1956049,0,1956049,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.3,FONDO DE SOLIDARIDAD Y GARANTÍAS -FOSYGA-,4198923,4223313,0,4223313,4223313,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.3.1,FOSYGA RÉGIMEN SUBSIDIADO OPERACIÓN CORRIENTE,4198923,4223313,0,4223313,4223313,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.1.4,"COLJUEGOS 75 % - INVERSIÓN EN SALUD. ( LEY 643 DE 2001, LEY 1122 DE 2007 Y LEY 1151 DE 2007 )",80784,72264,0,72264,72264,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.2,DEL NIVEL DEPARTAMENTAL,861000,798919,795495,0,795495,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.2.10,OTRAS TRANSFERENCIAS DEL NIVEL DEPARTAMENTAL PARA INVERSIÓN,35000,71992,68568,0,68568,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.6.2.2.5,TRANSFERENCIA REGIMEN SUBSIDIADO DEL DEPARTAMENTO A LOS MUNICIPIOS,826000,726927,726927,0,726927,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B,INGRESOS DE CAPITAL,0,3203890,2966525,38091,3004616,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.1,COFINANCIACIÓN,0,59675,59675,0,59675,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.1.2,COFINANCIACIÓN DEPARTAMENTAL - NIVEL CENTRAL,0,59675,59675,0,59675,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.1.2.5,PROGRAMAS OTROS SECTORES,0,59675,59675,0,59675,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.10,RETIROS FONPET,0,1822687,1784596,38091,1822687,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.10.11,RETIRO POR DEVOLUCIÓN DEL SGP PROPÓSITO GENERAL POR CUBRIMIENTO DEL PASIVO PENSIONAL VIGENCIAS ANTERIORES. CON SITUACIÓN DE FONDOS.,0,1333662,1333662,0,1333662,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.10.5,RETIRO PARA PAGO DE LA DEUDA FOMAG,0,38091,0,38091,38091,No,No Aplica,,
2016,Pueblo Rico - Risaralda,TI.B.10.5.1,RETIRO PARA PASIVO PENSIONAL CORRIENTE. SIN SITUACIÓN DE FONDOS.,0,38091,0,38091,38091,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.10.8,"RETIRO DE OTROS RECURSOS DEL SECTOR SALUD (SITUADO FISCAL, SGP, RENDIMIENTOS, ETC.)",0,450934,450934,0,450934,No,No Aplica,,
2016,Pueblo Rico - Risaralda,TI.B.10.8.3,RETIRO PARA INVERSIÓN EN RÉGIMEN SUBSIDIADO. SIN SITUACIÓN DE FONDOS.,0,450934,450934,0,450934,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.13,REINTEGROS,0,50197,50197,0,50197,No,No Aplica,,
2016,Pueblo Rico - Risaralda,TI.B.13.10,OTROS REINTEGROS,0,49820,49820,0,49820,Si,ACUERDO 19 DE NOVIEMBRE DE 2015,100,0
2016,Pueblo Rico - Risaralda,TI.B.13.14,REINTEGROS PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - PROPÓSITO GENERAL,0,377,377,0,377,Si,ACUERDO 19 DE NOVIEMBRE DE 2015,100,0
2016,Pueblo Rico - Risaralda,TI.B.6,RECURSOS DEL BALANCE,0,1164496,1028481,0,1028481,No,No Aplica,,
2016,Pueblo Rico - Risaralda,TI.B.6.2,SUPERÁVIT FISCAL,0,1164496,1028481,0,1028481,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1,SUPERÁVIT FISCAL DE LA VIGENCIA ANTERIOR,0,827371,691356,0,691356,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.1,RECURSOS DE LIBRE DESTINACIÓN ,0,136015,0,0,0,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.1.3,INGRESOS CORRIENTES DE LIBRE DESTINACIÓN DIFERENTES A LA PARTICIPACIÓN DE LIBRE DESTINACIÓN PROPÓSITO GENERAL,0,136015,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2,RECURSOS DE FORZOSA INVERSIÓN (CON DESTINACIÓN ESPECIFICA),0,691356,691356,0,691356,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1,RECURSOS DE FORZOSA INVERSIÓN SGP (CON DESTINACIÓN ESPECÍFICA),0,323155,323155,0,323155,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.1,RECURSOS DE FORZOSA INVERSIÓN - EDUCACIÓN,0,19375,19375,0,19375,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.1.2,SGP EDUCACIÓN CALIDAD MATRÍCULA,0,19375,19375,0,19375,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.2,RECURSOS DE FORZOSA INVERSIÓN - SALUD,0,108162,108162,0,108162,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.2.1,RECURSOS DE FORZOSA INVERSIÓN - SALUD: RÉGIMEN SUBSIDIADO,0,93754,93754,0,93754,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.2.2,RECURSOS DE FORZOSA INVERSIÓN - SALUD:  PÚBLICA,0,14408,14408,0,14408,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.5,PARTICIPACIÓN PARA AGUA POTABLE Y SANEAMIENTO BÁSICO,0,4048,4048,0,4048,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.5.1,PARTICIPACIÓN PARA AGUA POTABLE Y SANEAMIENTO BÁSICO,0,4048,4048,0,4048,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.6,RECURSOS DE FORZOSA INVERSIÓN - CRECIMIENTO DE LA ECONOMÍA,0,115584,115584,0,115584,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.6.1,PRIMERA INFANCIA,0,115584,115584,0,115584,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.7,RECURSOS DE FORZOSA INVERSIÓN PROPÓSITO GENERAL,0,75986,75986,0,75986,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.7.1,DEPORTE Y RECREACIÓN,0,679,679,0,679,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.7.3,CULTURA,0,3335,3335,0,3335,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.1.7.7,RESTO LIBRE INVERSIÓN,0,71972,71972,0,71972,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.1.2.9,OTROS RECURSOS DE FORZOSA INVERSIÓN DIFERENTES AL SGP (CON DESTINACIÓN ESPECÍFICA),0,368201,368201,0,368201,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2,SUPERÁVIT FISCAL DE VIGENCIAS ANTERIORES NO INCORPORADO,0,337125,337125,0,337125,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2,RECURSOS DE FORZOSA INVERSIÓN (CON DESTINACIÓN ESPECIFICA),0,337125,337125,0,337125,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.1,RECURSOS DE FORZOSA INVERSIÓN SGP (CON DESTINACIÓN ESPECÍFICA),0,89082,89082,0,89082,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.1.3,RECURSOS DE FORZOSA INVERSIÓN - ALIMENTACIÓN ESCOLAR,0,584,584,0,584,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.1.7,RECURSOS DE FORZOSA INVERSIÓN PROPÓSITO GENERAL,0,88498,88498,0,88498,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.1.7.1,DEPORTE Y RECREACIÓN,0,1947,1947,0,1947,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.1.7.7,RESTO LIBRE INVERSIÓN,0,86551,86551,0,86551,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.6.2.2.2.9,OTROS RECURSOS DE FORZOSA INVERSIÓN DIFERENTES AL SGP (CON DESTINACIÓN ESPECÍFICA),0,248043,248043,0,248043,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8,RENDIMIENTOS POR OPERACIONES FINANCIERAS,0,106835,43576,0,43576,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.1,PROVENIENTES DE RECURSOS LIBRE DESTINACIÓN,0,11650,11095,0,11095,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.1.1,"SGP PROPÓSITO GENERAL RECURSOS DE LIBRE DESTINACIÓN 42% MUNICIPIOS DE 4, 5 Y 6 CATEGORÍA. ",0,2846,2433,0,2433,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.1.3,INGRESOS CORRIENTES DE LIBRE DESTINACIÓN DIFERENTES A LA PARTICIPACIÓN DE LIBRE DESTINACIÓN PROPÓSITO GENERAL:,0,8804,8662,0,8662,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2,PROVENIENTES DE RECURSOS CON DESTINACIÓN ESPECIFICA,0,95185,32481,0,32481,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA,0,42525,23183,0,23183,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.1,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - EDUCACIÓN,0,6896,2126,0,2126,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.1.2,SGP EDUCACIÓN CALIDAD MATRÍCULA,0,6896,2126,0,2126,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.2,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD,0,13424,4311,0,4311,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.2.1,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD: RÉGIMEN SUBSIDIADO,0,11981,2868,0,2868,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.2.2,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD:  PÚBLICA,0,1443,1443,0,1443,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.3,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - ALIMENTACIÓN ESCOLAR,0,7,7,0,7,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.5,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - AGUA POTABLE Y SANEAMIENTO BÁSICO,0,1874,1029,0,1029,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.5.1,S.G.P  AGUA POTABLE Y SANEAMIENTO BÁSICO,0,1874,1029,0,1029,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.6,S.G.P. POR CRECIMIENTO DE LA ECONOMÍA,0,526,526,0,526,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.6.1,PRIMERA INFANCIA,0,526,526,0,526,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.7,SISTEMA GENERAL FORZOSA INVERSIÓN DE PARTICIPACIÓN PROPÓSITO GENERAL,0,19798,15184,0,15184,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.1.7.8,SISTEMA GENERAL FORZOSA INVERSIÓN DE PARTICIPACIÓN PROPÓSITO GENERAL,0,19798,15184,0,15184,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.B.8.2.3,PROVENIENTES DE OTROS RECURSOS CON DESTINACIÓN ESPECÍFICA DIFERENTES AL SGP ,0,52660,9298,0,9298,No,NA,0,0
2016,Pueblo Rico - Risaralda,VAL,INGRESOS TOTALES,14480000,19499747,10249447,9017991,19267438,No,NA,0,0
2016,Risaralda,TI,INGRESOS TOTALES,9992105,11579279,3836484,5686831,9523315,No,No Aplica,,
2016,Risaralda,TI.A,INGRESOS CORRIENTES,9991959,11488228,3802016,5686831,9488847,No,No Aplica,,
2016,Risaralda,TI.A.1,TRIBUTARIOS ,1248573,1219508,945584,0,945584,No,No Aplica,,
2016,Risaralda,TI.A.1.10,IMPUESTO DE ESPECTÁCULOS PÚBLICOS MUNICIPAL,1400,1400,400,0,400,No,NA,0,0
2016,Risaralda,TI.A.1.2,VEHÍCULOS AUTOMOTORES,1124,7533,7533,0,7533,No,No Aplica,0,0
2016,Risaralda,TI.A.1.2.1,VEHÍCULOS AUTOMOTORES VIGENCIA ACTUAL,1124,7533,7533,0,7533,No,NA,0,0
2016,Risaralda,TI.A.1.25,SOBRETASA BOMBERIL,39129,40869,32250,0,32250,No,NA,0,0
2016,Risaralda,TI.A.1.26,SOBRETASA A LA GASOLINA,163441,181479,181479,0,181479,No,NA,0,0
2016,Risaralda,TI.A.1.28,ESTAMPILLAS,63575,63575,47056,0,47056,No,No Aplica,0,0
2016,Risaralda,TI.A.1.28.1,ESTAMPILLA PARA EL BIENESTAR DEL ADULTO MAYOR,22994,22994,17253,0,17253,No,NA,0,0
2016,Risaralda,TI.A.1.28.4,ESTAMPILLAS PRO CULTURA,40581,40581,29803,0,29803,No,NA,0,0
2016,Risaralda,TI.A.1.29,IMPUESTO SOBRE EL SERVICIO DE ALUMBRADO PÚBLICO,186200,222519,222519,0,222519,No,NA,0,0
2016,Risaralda,TI.A.1.3,IMPUESTO PREDIAL UNIFICADO,642873,548956,391223,0,391223,No,No Aplica,0,0
2016,Risaralda,TI.A.1.3.1,IMPUESTO PREDIAL UNIFICADO VIGENCIA ACTUAL,316838,316838,273400,0,273400,No,No Aplica,0,0
2016,Risaralda,TI.A.1.3.1.1,IMPUESTO PREDIAL UNIFICADO SUELO URBANO VIGENCIA ACTUAL,316838,316838,273400,0,273400,No,NA,0,0
2016,Risaralda,TI.A.1.3.2,IMPUESTO PREDIAL UNIFICADO VIGENCIA ANTERIORES,326035,232118,117823,0,117823,No,No Aplica,0,0
2016,Risaralda,TI.A.1.3.2.1,IMPUESTO PREDIAL UNIFICADO SUELO URBANO VIGENCIA ANTERIORES,326035,232118,117823,0,117823,No,NA,0,0
2016,Risaralda,TI.A.1.30,CONTRIBUCIÓN SOBRE CONTRATOS DE OBRAS PÚBLICAS,26505,26505,11573,0,11573,No,NA,0,0
2016,Risaralda,TI.A.1.5,IMPUESTO DE INDUSTRIA Y COMERCIO ,112878,112878,44843,0,44843,No,No Aplica,0,0
2016,Risaralda,TI.A.1.5.1,IMPUESTO DE INDUSTRIA Y COMERCIO DE LA VIGENCIA ACTUAL,96443,96443,35881,0,35881,No,NA,0,0
2016,Risaralda,TI.A.1.5.2,IMPUESTO DE INDUSTRIA Y COMERCIO DE LA VIGENCIA ANTERIOR,16435,16435,8962,0,8962,No,NA,0,0
2016,Risaralda,TI.A.1.6,AVISOS Y TABLEROS,11448,12794,6389,0,6389,No,No Aplica,0,0
2016,Risaralda,TI.A.1.6.1,AVISOS Y TABLEROS VIGENCIA ACTUAL,11448,11448,5043,0,5043,No,NA,0,0
2016,Risaralda,TI.A.1.6.2,AVISOS Y TABLEROS VIGENCIAS ANTERIORES,0,1346,1346,0,1346,No,NA,0,0
2016,Risaralda,TI.A.1.8,IMPUESTO DE DELINEACIÓN,0,1000,319,0,319,No,NA,0,0
2016,Risaralda,TI.A.2,NO TRIBUTARIOS,8743386,10268720,2856432,5686831,8543263,No,No Aplica,,
2016,Risaralda,TI.A.2.2,MULTAS Y SANCIONES,69749,69749,41506,0,41506,No,No Aplica,,
2016,Risaralda,TI.A.2.2.1,TRÁNSITO Y TRANSPORTE,5480,5480,0,0,0,No,NA,0,0
2016,Risaralda,TI.A.2.2.4,MULTAS DE GOBIERNO ,719,719,221,0,221,No,No Aplica,0,0
2016,Risaralda,TI.A.2.2.4.1,REGISTRO DE MARCAS Y HERRETES,719,719,221,0,221,No,NA,0,0
2016,Risaralda,TI.A.2.2.5,INTERESES MORATORIOS,63550,63550,41285,0,41285,No,No Aplica,0,0
2016,Risaralda,TI.A.2.2.5.1,PREDIAL,62794,62794,41285,0,41285,No,NA,0,0
2016,Risaralda,TI.A.2.2.5.3,INDUSTRIA Y COMERCIO ,756,756,0,0,0,No,NA,0,0
2016,Risaralda,TI.A.2.4,VENTA DE BIENES Y SERVICIOS,19906,24125,24125,0,24125,No,No Aplica,,
2016,Risaralda,TI.A.2.4.4,PLAZA DE MERCADO,19906,24125,24125,0,24125,No,NA,0,0
2016,Risaralda,TI.A.2.5,RENTAS CONTRACTUALES,23512,25985,3985,0,3985,No,No Aplica,,
2016,Risaralda,TI.A.2.5.1,ARRENDAMIENTOS,1512,3985,3985,0,3985,No,NA,0,0
2016,Risaralda,TI.A.2.5.2,ALQUILER DE MAQUINARIA Y EQUIPOS,22000,22000,0,0,0,No,NA,0,0
2016,Risaralda,TI.A.2.6,TRASFERENCIAS,8613608,10126571,2766137,5686831,8452968,No,No Aplica,,
2016,Risaralda,TI.A.2.6.1,TRANSFERENCIAS DE LIBRE DESTINACIÓN,735264,665070,657969,0,657969,No,No Aplica,,
2016,Risaralda,TI.A.2.6.1.1,DEL NIVEL NACIONAL,727949,657755,657755,0,657755,No,No Aplica,0,0
2016,Risaralda,TI.A.2.6.1.1.1,"SGP: LIBRE DESTINACIÓN DE PARTICIPACIÓN DE PROPÓSITO GENERAL MUNICIPIOS CATEGORÍAS 4, 5 Y 6",705297,607058,607058,0,607058,No,NA,0,0
2016,Risaralda,TI.A.2.6.1.1.2,COLJUEGOS (MÁXIMO EL 25 % EN LOS TÉRMINOS DEL ART. 60 DE LA LEY 715),22652,50697,50697,0,50697,No,NA,0,0
2016,Risaralda,TI.A.2.6.1.5,CUOTAS PARTES PENSIÓNALES,7315,7315,214,0,214,No,NA,0,0
2016,Risaralda,TI.A.2.6.2,TRASFERENCIAS PARA INVERSIÓN,7878344,9461501,2108168,5686831,7794999,No,No Aplica,,
2016,Risaralda,TI.A.2.6.2.1,DEL NIVEL NACIONAL,7190038,8545194,1380895,5686831,7067726,No,No Aplica,,
2016,Risaralda,TI.A.2.6.2.1.1,SISTEMA GENERAL DE PARTICIPACIONES,4070918,4071438,1380895,2544504,3925399,No,No Aplica,,
